ECID,Description,Min Value,Max Value,Default,Unit,Result
17431540, RC4AutoDummyTotalCount,0,999999999,0,[ no unit ] ,Pass
17431553, RC1AutoDummyRcpExeCount,0,999999999,0,[ no unit ] ,Pass
17431554, RC2AutoDummyRcpExeCount,0,999999999,0,[ no unit ] ,Pass
17431555, RC3AutoDummyRcpExeCount,0,999999999,0,[ no unit ] ,Pass
17431556, RC4AutoDummyRcpExeCount,0,999999999,0,[ no unit ] ,Pass
17431569, RC1AutoDummyWarnAt,0,999999999,0,[ no unit ] ,Pass
17431570, RC2AutoDummyWarnAt,0,999999999,0,[ no unit ] ,Pass
17431571, RC3AutoDummyWarnAt,0,999999999,0,[ no unit ] ,Pass
17431572, RC4AutoDummyWarnAt,0,999999999,0,[ no unit ] ,Pass
17431585, RC1AutoDummyWaferType,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431586, RC2AutoDummyWaferType,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431587, RC3AutoDummyWaferType,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431588, RC4AutoDummyWaferType,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431601, RC1AutoDummyWaferCount,0,25,0,[ no unit ] ,Pass
17431602, RC2AutoDummyWaferCount,0,25,0,[ no unit ] ,Pass
17431603, RC3AutoDummyWaferCount,0,25,0,[ no unit ] ,Pass
17431604, RC4AutoDummyWaferCount,0,25,0,[ no unit ] ,Pass
17431617, RC1AutoDummyPreRecipe,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431618, RC2AutoDummyPreRecipe,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431619, RC3AutoDummyPreRecipe,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431620, RC4AutoDummyPreRecipe,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431633, RC1AutoDummyPostRecipe,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431634, RC2AutoDummyPostRecipe,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431635, RC3AutoDummyPostRecipe,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431636, RC4AutoDummyPostRecipe,[ blank min ] ,[ blank max ] ,[ blank default ] ,[ no unit ] ,Pass
17431649, RC1AutoDummyCoolTime,0,65535,0,[ no unit ] ,Pass
17431650, RC2AutoDummyCoolTime,0,65535,0,[ no unit ] ,Pass
17431651, RC3AutoDummyCoolTime,0,65535,0,[ no unit ] ,Pass
17431652, RC4AutoDummyCoolTime,0,65535,0,[ no unit ] ,Pass
17431745, RC1AutoDummyLLTP,0,5,0,[ no unit ] ,Pass
17431746, RC2AutoDummyLLTP,0,5,0,[ no unit ] ,Pass
17431747, RC3AutoDummyLLTP,0,5,0,[ no unit ] ,Pass
17431748, RC4AutoDummyLLTP,0,5,0,[ no unit ] ,Pass
17431680, PJEndDelay,0,120,0, min,Pass
17633488, WHCCrossPressure,0.00E+00,7.60E+02,0.00E+00, torr,Pass
17633489, LL1CrossPressure,0.00E+00,7.60E+02,0.00E+00, torr,Pass
17633490, LL2CrossPressure,0.00E+00,7.60E+02,0.00E+00, torr,Pass
17431696, WHCSetPressure,0.00E+00,1.00E+01,0.00E+00, torr,Pass
17431904, WHCHandOffFlow,0,3,0,[ no unit ] ,Pass
17431920, LLGvFlowEnabled,0,1,0,[ no unit ] ,Pass
17431936, RC1GvFlowEnabled,0,1,0,[ no unit ] ,Pass
17431937, RC2GvFlowEnabled,0,1,0,[ no unit ] ,Pass
17431938, RC3GvFlowEnabled,0,1,0,[ no unit ] ,Pass
17431939, RC4GvFlowEnabled,0,1,0,[ no unit ] ,Pass
17431952, BERBTHoldTime,0,300,0,[ no unit ] ,Pass
17431968, AlarmInhibitMaintMode, 0x00, 0x01, 0x00,[ no unit ] ,Pass
17431697, LL1SetPressure,0.00E+00,1.00E+02,0.00E+00, torr,Pass
17431698, LL2SetPressure,0.00E+00,1.00E+02,0.00E+00, torr,Pass
17431712, WHCSetFlowRate,0.00E+00,5.00E+00,0.00E+00, slm,Pass
17431713, LL1SetFlowRate,0.00E+00,1.00E+01,0.00E+00, slm,Pass
17431714, LL2SetFlowRate,0.00E+00,1.00E+01,0.00E+00, slm,Pass
17431857, LL1SetDoorOpenFlow,0.00E+00,1.00E+01,0.00E+00, slm,Pass
17431858, LL2SetDoorOpenFlow,0.00E+00,1.00E+01,0.00E+00, slm,Pass
17302481, RC1AutoCleaningCascadeMode,0,2,0,[ no unit ] ,Pass
17302482, RC2AutoCleaningCascadeMode,0,2,0,[ no unit ] ,Pass
17302483, RC3AutoCleaningCascadeMode,0,2,0,[ no unit ] ,Pass
17302484, RC4AutoCleaningCascadeMode,0,2,0,[ no unit ] ,Pass
17302497, RC1AutoLinePurgeCascadeMode,0,2,0,[ no unit ] ,Pass
17302498, RC2AutoLinePurgeCascadeMode,0,2,0,[ no unit ] ,Pass
17302499, RC3AutoLinePurgeCascadeMode,0,2,0,[ no unit ] ,Pass
17302500, RC4AutoLinePurgeCascadeMode,0,2,0,[ no unit ] ,Pass
17302512, FFUAlarmTotalAlarmCount,0,999999999,0,[ no unit ] ,Pass
17302528, FFUAlarmAutoPauseCountLimit,0,999999999,0,[ no unit ] ,Pass
17302529, RC1PSCycleCountLimit,0,999999999,0,[ no unit ] ,Pass
17302530, RC2PSCycleCountLimit,0,999999999,0,[ no unit ] ,Pass
17302531, RC3PSCycleCountLimit,0,999999999,0,[ no unit ] ,Pass
17302532, RC4PSCycleCountLimit,0,999999999,0,[ no unit ] ,Pass
17302545, RC1PSPulseCountLimit,0,999999999,0,[ no unit ] ,Pass
17302546, RC2PSPulseCountLimit,0,999999999,0,[ no unit ] ,Pass
17302547, RC3PSPulseCountLimit,0,999999999,0,[ no unit ] ,Pass
17302548, RC4PSPulseCountLimit,0,999999999,0,[ no unit ] ,Pass
17302561, RC1PSPulseTimeLimit,0.00E+00,1.00E+09,0.00E+00, sec,Pass
17302562, RC2PSPulseTimeLimit,0.00E+00,1.00E+09,0.00E+00, sec,Pass
17302563, RC3PSPulseTimeLimit,0.00E+00,1.00E+09,0.00E+00, sec,Pass
17302564, RC4PSPulseTimeLimit,0.00E+00,1.00E+09,0.00E+00, sec,Pass
17302577, RC1PSCycleCountTotal,0,999999999,0,[ no unit ] ,Pass
17302578, RC2PSCycleCountTotal,0,999999999,0,[ no unit ] ,Pass
17302579, RC3PSCycleCountTotal,0,999999999,0,[ no unit ] ,Pass
17302580, RC4PSCycleCountTotal,0,999999999,0,[ no unit ] ,Pass
17302593, RC1PSPulseCountTotal,0,999999999,0,[ no unit ] ,Pass
17302594, RC2PSPulseCountTotal,0,999999999,0,[ no unit ] ,Pass
17302595, RC3PSPulseCountTotal,0,999999999,0,[ no unit ] ,Pass
17302596, RC4PSPulseCountTotal,0,999999999,0,[ no unit ] ,Pass
17302609, RC1PSPulseTimeTotal,0.00E+00,1.00E+09,0.00E+00, sec,Pass
17302610, RC2PSPulseTimeTotal,0.00E+00,1.00E+09,0.00E+00, sec,Pass
17302611, RC3PSPulseTimeTotal,0.00E+00,1.00E+09,0.00E+00, sec,Pass
17302612, RC4PSPulseTimeTotal,0.00E+00,1.00E+09,0.00E+00, sec,Pass
17302625, RC1TO0LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302641, RC1TO1LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302657, RC1TO2LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302673, RC1TO3LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302689, RC1TO4LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302705, RC1TO5LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302721, RC1TO6LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302737, RC1TO7LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302753, RC1TO8LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302769, RC1TO9LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302785, RC1TO10LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302801, RC1TO11LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302817, RC1TO12LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302833, RC1TO13LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302849, RC1TO14LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302865, RC1TO15LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302881, RC1TO16LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302897, RC1TO17LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302913, RC1TO18LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302929, RC1TO19LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302945, RC1TO20LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302961, RC1TO21LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302977, RC1TO22LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302993, RC1TO23LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17303009, RC1TO24LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303025, RC1TO25LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303041, RC1TO26LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303057, RC1TO27LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303073, RC1TO28LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303089, RC1TO29LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303105, RC1TO30LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303121, RC1TO31LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303137, RC1TO32LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303153, RC1TO33LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303169, RC1TO34LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303185, RC1TO35LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303201, RC1TO36LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303217, RC1TO37LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303233, RC1TO38LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303249, RC1TO39LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303265, RC1TO40LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303281, RC1TO41LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303297, RC1TO42LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303313, RC1TO43LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303329, RC1TO44LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303345, RC1TO45LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303361, RC1TO46LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303377, RC1TO47LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303393, RC1TO48LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303409, RC1TO49LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303425, RC1TO50LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303441, RC1TO51LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303457, RC1TO52LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303473, RC1TO53LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303489, RC1TO54LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303505, RC1TO55LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303521, RC1TO56LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303537, RC1TO57LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303553, RC1TO58LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303569, RC1TO59LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303585, RC1TO60LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303601, RC1TO61LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303617, RC1TO62LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303633, RC1TO63LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17302626, RC2TO0LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302642, RC2TO1LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302658, RC2TO2LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302674, RC2TO3LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302690, RC2TO4LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302706, RC2TO5LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302722, RC2TO6LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302738, RC2TO7LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302754, RC2TO8LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302770, RC2TO9LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302786, RC2TO10LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302802, RC2TO11LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302818, RC2TO12LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302834, RC2TO13LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302850, RC2TO14LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302866, RC2TO15LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302882, RC2TO16LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302898, RC2TO17LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302914, RC2TO18LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302930, RC2TO19LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302946, RC2TO20LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302962, RC2TO21LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302978, RC2TO22LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302994, RC2TO23LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17303010, RC2TO24LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303026, RC2TO25LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303042, RC2TO26LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303058, RC2TO27LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303074, RC2TO28LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303090, RC2TO29LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303106, RC2TO30LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303122, RC2TO31LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303138, RC2TO32LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303154, RC2TO33LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303170, RC2TO34LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303186, RC2TO35LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303202, RC2TO36LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303218, RC2TO37LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303234, RC2TO38LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303250, RC2TO39LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303266, RC2TO40LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303282, RC2TO41LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303298, RC2TO42LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303314, RC2TO43LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303330, RC2TO44LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303346, RC2TO45LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303362, RC2TO46LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303378, RC2TO47LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303394, RC2TO48LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303410, RC2TO49LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303426, RC2TO50LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303442, RC2TO51LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303458, RC2TO52LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303474, RC2TO53LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303490, RC2TO54LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303506, RC2TO55LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303522, RC2TO56LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303538, RC2TO57LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303554, RC2TO58LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303570, RC2TO59LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303586, RC2TO60LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303602, RC2TO61LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303618, RC2TO62LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303634, RC2TO63LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17302627, RC3TO0LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302643, RC3TO1LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302659, RC3TO2LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302675, RC3TO3LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302691, RC3TO4LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302707, RC3TO5LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302723, RC3TO6LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302739, RC3TO7LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302755, RC3TO8LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302771, RC3TO9LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302787, RC3TO10LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302803, RC3TO11LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302819, RC3TO12LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302835, RC3TO13LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302851, RC3TO14LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302867, RC3TO15LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302883, RC3TO16LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302899, RC3TO17LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302915, RC3TO18LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302931, RC3TO19LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302947, RC3TO20LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302963, RC3TO21LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302979, RC3TO22LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302995, RC3TO23LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17303011, RC3TO24LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303027, RC3TO25LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303043, RC3TO26LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303059, RC3TO27LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303075, RC3TO28LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303091, RC3TO29LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303107, RC3TO30LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303123, RC3TO31LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303139, RC3TO32LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303155, RC3TO33LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303171, RC3TO34LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303187, RC3TO35LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303203, RC3TO36LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303219, RC3TO37LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303235, RC3TO38LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303251, RC3TO39LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303267, RC3TO40LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303283, RC3TO41LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303299, RC3TO42LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303315, RC3TO43LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303331, RC3TO44LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303347, RC3TO45LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303363, RC3TO46LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303379, RC3TO47LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303395, RC3TO48LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303411, RC3TO49LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303427, RC3TO50LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303443, RC3TO51LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303459, RC3TO52LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303475, RC3TO53LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303491, RC3TO54LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303507, RC3TO55LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303523, RC3TO56LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303539, RC3TO57LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303555, RC3TO58LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303571, RC3TO59LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303587, RC3TO60LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303603, RC3TO61LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303619, RC3TO62LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17303635, RC3TO63LightAlarmLow,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17302628, RC4TO0LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302644, RC4TO1LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302660, RC4TO2LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302676, RC4TO3LightAlarmLow,0.00E+00,1.30E+03,0.00E+00, C,Pass
17302692, RC4TO4LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302708, RC4TO5LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302724, RC4TO6LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302740, RC4TO7LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302756, RC4TO8LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302772, RC4TO9LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302788, RC4TO10LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
17302804, RC4TO11LightAlarmLow,0.00E+00,5.00E+02,0.00E+00, C,Pass
